,review,rating,title,keywords_by_method1,keywords_by_method2
403,No review yet. Hope to get one soon. Just curious .. I have the series 2 Apple Watch. Am I able to actually exercise while swimming and take my Apple Watch with me while doing this ?,4,Need help,"['Apple Watch', 'Apple', 'Watch', 'review', 'Hope', 'curious', 'series', 'exercise', 'swimming', 'exercise while swimming']","['exercise swimming', 'apple watch', 'swimming', 'swimming apple', 'actually exercise', 'exercise', 'watch doing', 'series apple', 'watch able', 'watch']"
404,"Before the update and all the premium(we need to gouge money from folks) this was a fantastic app. It would still be one of it were a one time pay app, but to lock up all the variety and hold it hostage is crap. Guess I will be heading back to the web and creating my own once again.",2,Was a great app.,"['money from folks', 'gouge money', 'fantastic app', 'time pay app', 'pay app', 'app', 'premium', 'folks', 'hostage is crap', 'update']","['fantastic app', 'pay app', 'app', 'app time', 'app lock', 'premium need', 'update premium', 'variety hold', 'variety', 'money folks']"
405,"I wanted to find a swimming activity tracker with a few more features than the built-in Apple version in the watch. This is the second such alternative app that I tried, but its distance tracker is stuck at 0m and it doesn't pause or restart the chronometer automatically, making it the worst of the bunch so far. I have no idea how it got the ""best app"" distinction.",1,Distance: 0 meters,"['built-in Apple version', 'swimming activity tracker', 'built-in Apple', 'Apple version', 'wanted to find', 'find a swimming', 'swimming activity', 'activity tracker', 'Apple', 'distance tracker']","['best app', 'activity tracker', 'alternative app', 'chronometer', 'distance tracker', 'chronometer automatically', 'app', 'restart chronometer', 'tracker', 'tracker features']"
406,I use this app with my Apple Watch every time I swim now. It works great and is a useful tool in keeping track of workout while swimming. Keep up good work!,5,Great App,"['Apple Watch', 'Watch every time', 'time I swim', 'Apple', 'Watch', 'app', 'time', 'swim', 'workout while swimming', 'swimming']","['apple watch', 'workout swimming', 'app apple', 'time swim', 'use app', 'swim works', 'app', 'swimming good', 'keeping track', 'swimming']"
407,I appreciate the commitment to make improvements which make this increases are use help for my swimming.,5,Better with every update,"['make improvements', 'swimming', 'make this increases', 'commitment to make', 'improvements which make', 'make', 'commitment', 'improvements', 'increases']","['help swimming', 'make improvements', 'improvements make', 'swimming', 'improvements', 'increases use', 'make increases', 'increases', 'appreciate commitment', 'commitment make']"
408,Great for recreational use!! The simplicity of the app makes it easy enough for anyone to use and benefit from.,5,Very well Designed,"['Great for recreational', 'Great', 'recreational', 'app makes', 'makes it easy', 'simplicity', 'app', 'makes', 'easy', 'benefit']","['great recreational', 'recreational use', 'easy use', 'simplicity app', 'app', 'recreational', 'app makes', 'use', 'use benefit', 'use simplicity']"
409,"This is a great app for beginners who don't know how to structure a workout. I like the fact that it breaks down your workout in a circle graphic.

It also tells you approximate calories burned.

You can choose from the many workouts in a specific area you want to work (sprint, distance) or create your own personalized workout.

Excellent app, keep it up myswimpro!",5,Excellent app.,"['workout', 'great app', 'great', 'beginners', 'structure', 'circle graphic', 'app for beginners', 'app', 'structure a workout', 'personalized workout']","['personalized workout', 'workout circle', 'app myswimpro', 'workouts specific', 'app beginners', 'excellent app', 'great app', 'workout like', 'choose workouts', 'structure workout']"
410,So simple and easy to use. Videos are very informational and sets are challenging. Definitely recommend for everyone.,5,Amazing!!,"['simple and easy', 'sets are challenging', 'simple', 'easy', 'informational and sets', 'Videos', 'challenging', 'informational', 'sets', 'recommend']","['easy use', 'videos informational', 'definitely recommend', 'use videos', 'sets', 'videos', 'challenging definitely', 'sets challenging', 'recommend', 'simple']"
411,I've been always intimidate by the pool and swim training. This app helps me feel like confident when approaching the swim lanes with purpose and knowing what to do.,5,Useful App!,"['swim training', 'training', 'swim', 'pool and swim', 'intimidate', 'pool', 'swim lanes', 'feel like confident', 'confident when approaching', 'lanes with purpose']","['swim training', 'intimidate pool', 'approaching swim', 'training app', 'pool swim', 'swim lanes', 'swim', 'app', 'app helps', 'pool']"
412,"This app has allowed me not only to track my workouts, but progress as a swimmer",5,Helpful training tool,"['track my workouts', 'app has allowed', 'workouts', 'swimmer', 'app', 'allowed', 'track', 'progress']","['progress swimmer', 'app', 'workouts progress', 'track workouts', 'swimmer', 'app allowed', 'track', 'workouts', 'progress', 'allowed track']"
413,This is an amazing app with cool features. It has great workouts and is an easy way to keep track our your practices.,5,Great,"['cool features', 'amazing app', 'app with cool', 'features', 'amazing', 'app', 'cool', 'great workouts', 'practices', 'great']","['amazing app', 'app', 'app cool', 'track practices', 'workouts easy', 'great workouts', 'workouts', 'way track', 'track', 'cool features']"
414,"I have used this for 4 months and it is horrible.
It does not track your first 25/50. Ever
It has now started doubling my distance if I pause. Upon restarting - doubles.
If you swim between 25 and 50 get ready to click 250 times to change. Yup. Standing on deck click click click click. You get it.
I'm done. Checking out a new one.",1,Bad,"['click', 'click click', 'click click click', 'months', 'horrible', 'track', 'doubles', 'Yup', 'pause', 'deck click click']","['swim 25', 'doubles swim', 'does track', 'track 25', 'track', 'swim', 'distance pause', '50 started', 'doubling distance', 'restarting doubles']"
415,"I have tried six or seven upgrades over the last two months, and they all either crash, freeze, or do not work on the Applewatch, Apple iPhone and iPad. The developer has been very responsive and always returns emails, but the program just does not work unfortunately.",1,Buggy,"['Apple iPhone', 'iPhone and iPad', 'Applewatch', 'Apple', 'freeze', 'months', 'crash', 'iPad', 'work', 'returns emails']","['work applewatch', 'applewatch', 'applewatch apple', 'ipad developer', 'upgrades months', 'upgrades', 'does work', 'seven upgrades', 'developer responsive', 'iphone ipad']"
416,"Used it once before the last two updates and now it won't even open on my watch. Was hoping the most recent update would fix it, but alas, it did not. :(",2,Excited for it to work but...,"['watch', 'recent update', 'open', 'update would fix', 'updates', 'update', 'alas', 'hoping', 'recent', 'fix']","['open watch', 'recent update', 'update fix', 'updates', 'used updates', 'updates won', 'update', 'fix alas', 'alas did', 'fix']"
417,"I like the look and ease of using the app, but I want to export the workouts and print them off it does not allow me to go back to the previous screen. Very frustrating.",3,SwimPro- frustrated,"['previous screen', 'export the workouts', 'workouts and print', 'app', 'screen', 'ease', 'export', 'workouts', 'print', 'back']","['export workouts', 'workouts print', 'using app', 'previous screen', 'app want', 'app', 'want export', 'export', 'print', 'print does']"
418,This app is great for beginner through advanced swimmers looking for a great swim workout. Plus the company is responsive and looking for new ways to add to the app!,5,Fantastic Swimming App,"['great swim workout', 'swim workout', 'beginner through advanced', 'advanced swimmers', 'great swim', 'great for beginner', 'great', 'workout', 'app', 'beginner']","['advanced swimmers', 'swim workout', 'add app', 'app', 'app great', 'swimmers', 'swim', 'workout plus', 'swimmers looking', 'great swim']"
