connect,nutrition,smart,easy,community,analyze,customer,custom,coach,track,video,goggles
The whole reason I bought the pebble time was to record swimming work outs... Needless to say the app doesn't work with the time and is a complete hassle and waste to try and get it to connect.,,,,,,,,,,,
,,,,,,,,,,,
Can't even say what it is like because despite advertising pebble time support it can't connect to it as it doesn't even recognise that the pebble time uses a different pebble app on your phone from a normal pebble. A really obvious error that bodes poorly for the quality of the software as a whole.,,,,,,,,,,,
,,,,,,,,,,,
Keeps saying to check data connection even on wifi. Couldnt connect to pebble time.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The app is a good idea. Unfortunately it frustrates me that when I swim it tracks my distance up to 550m and then thats it. It will not track further than that when I'm swimming 1600m. There has not been a time where it completely tracked my whole swim. Everytime I see an update I try the app again and I get disappointed. Thats the reason I bought the watch and got the app. I'm hoping it will get fix VER SOON!,,
"I understand that the uploads are the fault of Pebble and not this app, but the issue of not being able to sign in while my phone is connected to WiFi is a problem with this app. To successfully sign in, I need to be connected to a mobile network.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,Does not sync with pebble.  Does not track swimming.  Pebble app stops keeping track after 500y worthless.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"The app will work, it would track my swim on every lap and then the next time I go to swim, it will stop tracking. It will go as far as 125 meters then stop when I'm at my 400 meter mark. It's very aggravating and I'm at the point of getting rid of my peeble and this app.",,
,,,,,,,,,,,
On my pebble steel I get a message to check my data connection. There's nothing wrong with my data connection. Firmware 2.9.1,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"After using this app for two years on a Pebble watch, it was hit or miss.  Moving on to an Apple Watch 2, the interface was better but motion tracking and distance recording was only slightly better.  Recent updates under iOS 12 and WatchOS 5 give much better tracking in the pool.  I still get occasional phantom laps added but overall, length tracking is very good.

The app still cannot distinguish my breaststroke from freestyle.  So frustrating. 

I wish the app allowed better data analysis of multiple workouts over a period of months, like being able to chart swolf for all of my swims.  I’m not a competitive swimmer so many of the apps features don't appeal to me.  I just don't understand why I cant look at the pace of all my freestyle sessions over time and see if I’m improving.",,
,,,,,,,,,,,
,,,"They’ve made some good improvements to the app over the last few years. I like the drill setting, and how it’s easy to edit workouts. However, stroke detection needs work. I’m a pretty experienced swimmer, with really good form, but it still thinks my butterfly is freestyle, and sometimes thinks my backstroke is breaststroke. I’m not sure if this is a bug with Apple Watch 8 (stroke detection was better on my series 5). It is good with lap count, but could be improved in recognizing sets better…even tho I do flip turns and long sets, it still divides sets into smaller sets. 

Still, I do like the improvements they’ve made in the last few years. Keep working on it.",,,,,,,,
,,,,,,,,,"At 70 yo I sometimes ( no, all the time) need motivation in these times to get up and do something healthy   Keeping track of my daily yardage and checking cumulative weekly, monthly and annual yards against others in similar age groups keeps me getting up early and driving daily to the Y.  Having just learned to swim last year i can keep track of how my speed has been increasing.  I’m still a tortoise but it’s getting better.   Really place a lot of credit for keeping with this new hobby on this app.  Just wish the app was better able to discern between my backstroke and breaststroke.  Looks like I do a lot of breaststroke ( which I never do); preferred stroke is backstroke which I do a lot of.  Other than that I have very few complaints bout this app.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,This app is great when it works. Just after the new iOS update the app has been buggy and lost two of my swims. I️ like that it handles rest between intervals and sets. I️ also like to set the drill mode. The Apple Watch workout app tracks in the background and it adds to your rings.  Ending a workout can be a pain since the way the Apple Watch and app are relying on pressure. Did a 4000 yard workout with my masters group and the app locked up and lost the workout. It needs serious fixes and an update. May go back to apples fitness app which is harder to handle I️. The water for drill sets.,,
,,,,,,,,,,,
Swim is doing a lot better with updates: a few things that I would love improved - for some reason integration with strava has the pace graph all messed up. Only when I edit my swim in the swim app in any way and then post to strava does the pace graph look like my actual swim. Also would love for the heart rate connection to strava be a lot better - there are tons of gaps that equate to zero when they should probably just be connected by a line,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,"Only complaint is there’s no option to NOT put in distance. Sometimes I just swim for “time” and don’t count the distance. App requires a multiple to place in the distance box. I just put in a random number and then in the notes I explain what I did on this particular training day. Other than that, app is easy to use and very useful, especially for me as a “returning swimmer”, so I can measure my progress. Cheers!",,,,,,,,
,,,,,,,,,,,
,,,,,,,,,I’ve used this App for 4 years and over the last year it has been crashing and dropping my swims halfway through my 3500 yard sessions. I regularly have to check and manually add 1300+ yard sets to accurately track my total distance. I submitted a report and they told me it was because I’m not running the current version (which I am on an Apple Series 6). Unfortunately this is the best tracker I have found so far so I deal with the crashes that have become a regular part of my training.,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
When it automatically syncs it is good but each year have problems with this. I love when it works correctly but not so much when it doesn’t. The service with issues of connectivity or syncing not much help. But it would be five stars if it worked correctly all the time.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,"After 3 years of using this app, I can say it covers all the needs of the swimmer and it keeps evolving and adding functionalities.

Unmatched and highly responsive customer support makes it even better.","After 3 years of using this app, I can say it covers all the needs of the swimmer and it keeps evolving and adding functionalities.

Unmatched and highly responsive customer support makes it even better.",,,,
,,,,,,,,,"I have used this app with my Series 2 Watch, and it worked well. The user interface is great, and accounting for kick drills is excellent. 

It needs an update however for the new Watch iOS. I don’t blame the developer, but it needs to be addressed. Blows away Apple’s swim
tracker, when it works.

UPDATE:

I have uninstalled and then reinstalled. Still doesn’t work on Apple Watch Series 3. Developer is VERY responsive, which is appreciated, but still not working. Hopefully soon because it is an excellent app, when it works.

FINAL UPDATE:

I have done everything short of sacrificing a goat to get this app to work. I even reset my Apple Watch Series 3 to factory settings. After 200 meters, watch read 50. 

Done with this app forever. Great concept, but reality is much different. It just doesn’t work.",,
,,,,,,,,,"I was really excited about this app, but it blocks out all relevant information and covers the face of my watch with just the time of day so it’s nearly impossible to figure out what my splits are or what comes next in the workout. I tried raising my arm, touching the screen, jiggling the Digital Crown, but nothing reliably called up the info I wanted to see. I finally gave up and went back to the watch’s built in lap tracker. Disappointing.",,
,,,,,,,,,,,
,,,,,,,,,"Have nearly 900k yards tracked with only a handful of errors. Accurate tracking, consistent splits, and one button start/stop. On top of that, developers that listen and want to fix issues and constantly make this app better. Highly recommended.",,
,,,,,,,,,"Frequently adds laps, even for a 100 it may record 125. It also doesn’t correctly I’d strokes. Tech support doesn’t seem interested. I have the latest pre beta version with open water tracking, they told me all bugs were fixed. I use the latest “pre” beta version which I was told had the latest algorithms   Unfortunately I see the same errors as the previous versions",,
,,,,,,,,,,,
,,,,,,,,,"This app is exactly what I wanted!
-build swim workouts
-track swim workouts

4/5 stars because it’s very slow and communication with my Apple Watch is a bit glitchy. Couldn’t track this morning’s swim. Saw the update and downloaded it just now so hopefully that helps.",,
I like the app and the ability to have my workouts on my Apple Watch.  The connection between the Watch and app does not work and when it does then the app to the activity tracker does not work.  I have followed all the suggestions in the support but it’s still unstable.  Connection to the internet is not the problem.,,,,,,,,,I like the app and the ability to have my workouts on my Apple Watch.  The connection between the Watch and app does not work and when it does then the app to the activity tracker does not work.  I have followed all the suggestions in the support but it’s still unstable.  Connection to the internet is not the problem.,,
,,,,,,,,,,,
,,,,,,The concept of the app is great and really needed as there is little support for swimmers.  I have had the app for a long time.  When it was launched I expected it would quickly start aligning with all the watches that support swimming metrics.  I support Polar who have been in the swimming space for a long time.  There is still no support for Polar or a raft of other watches.  If you want to grow your customer base surely appealing to a wider audience is a no brainer but I must be wrong!,The concept of the app is great and really needed as there is little support for swimmers.  I have had the app for a long time.  When it was launched I expected it would quickly start aligning with all the watches that support swimming metrics.  I support Polar who have been in the swimming space for a long time.  There is still no support for Polar or a raft of other watches.  If you want to grow your customer base surely appealing to a wider audience is a no brainer but I must be wrong!,,,,
,,,,,,,,,"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",,
,,,,,,,,,,,
"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",,,,,,,,,,,
,,,,,,"Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.","Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",,,,
,,,,,,,,,Picked up swimming again and it really helps me track my progress!,,
